time,beam_id,demand_mbps,capacity_mbps,demand_norm,jamming_risk,sla_risk,signal_loss_risk,handover_risk,space_weather_risk,risk_index,capacity_incident
2021-10-18 07:20:00+00:00,AMERICAS,278.4277966574542,1000,0.2784277966574542,0.29802111470420817,0.0,0.0,0.0,0.03422209775294448,0.12446974028373597,0
2021-10-18 07:20:00+00:00,EUROPE,166.3861887816611,900,0.18487354309073456,0.29802111470420817,0.0,0.0,0.0,0.03422209775294448,0.08709952004611057,0
2021-10-18 07:20:00+00:00,AFRICA,155.229843761395,700,0.2217569196591357,0.29802111470420817,0.0,0.0,0.0,0.03422209775294448,0.10183257442813755,0
2021-10-18 07:20:00+00:00,ASIA,370.1933100318932,1100,0.33653937275626655,0.29802111470420817,0.0,0.0,0.0,0.03422209775294448,0.14768239298925306,0
2021-10-18 07:30:00+00:00,AMERICAS,149.37486762127222,1000,0.14937486762127222,0.18532535738664585,0.0,0.0,0.0,0.02947921778189763,0.06117572039919202,0
2021-10-18 07:30:00+00:00,EUROPE,141.41249010490657,900,0.15712498900545174,0.18532535738664585,0.0,0.0,0.0,0.02947921778189763,0.06427150420327711,0
2021-10-18 07:30:00+00:00,AFRICA,125.46846136729737,700,0.1792406590961391,0.18532535738664585,0.0,0.0,0.0,0.02947921778189763,0.07310560239211299,0
2021-10-18 07:30:00+00:00,ASIA,281.38787615639956,1100,0.2558071601421814,0.18532535738664585,0.0,0.0,0.0,0.02947921778189763,0.10369006966996255,0
2021-10-18 07:40:00+00:00,AMERICAS,230.11263742850562,1000,0.23011263742850563,0.1443131788582129,0.0,0.0,0.0,0.02898359651387797,0.08927561982921424,0
2021-10-18 07:40:00+00:00,EUROPE,148.68470645520216,900,0.16520522939466906,0.1443131788582129,0.0,0.0,0.0,0.02898359651387797,0.06334837397130108,0
2021-10-18 07:40:00+00:00,AFRICA,143.94574981902184,700,0.20563678545574549,0.1443131788582129,0.0,0.0,0.0,0.02898359651387797,0.07949874765233075,0
2021-10-18 07:40:00+00:00,ASIA,322.23131776609347,1100,0.2929375616055395,0.1443131788582129,0.0,0.0,0.0,0.02898359651387797,0.11437101809706016,0
2021-10-18 07:50:00+00:00,AMERICAS,218.60208958404726,1000,0.21860208958404725,0.18456535717206166,0.0,0.0,0.0,0.010073242638569313,0.08681191717855072,0
2021-10-18 07:50:00+00:00,EUROPE,225.11930362541048,900,0.25013255958378944,0.18456535717206166,0.0,0.0,0.0,0.010073242638569313,0.09940675453937561,0
2021-10-18 07:50:00+00:00,AFRICA,121.86009878475494,700,0.17408585540679278,0.18456535717206166,0.0,0.0,0.0,0.010073242638569313,0.0690299199744653,0
2021-10-18 07:50:00+00:00,ASIA,213.25258573566552,1100,0.1938659870324232,0.18456535717206166,0.0,0.0,0.0,0.010073242638569313,0.07693108798123972,0
2021-10-18 08:00:00+00:00,AMERICAS,218.437539204125,1000,0.21843753920412498,0.2075306159200888,0.0,0.0,0.0,0.008313239626930492,0.08886671314927529,1
2021-10-18 08:00:00+00:00,EUROPE,118.85028296269509,900,0.1320558699585501,0.2075306159200888,0.0,0.0,0.0,0.008313239626930492,0.05436157969856932,0
2021-10-18 08:00:00+00:00,AFRICA,128.74576054575454,700,0.18392251506536364,0.2075306159200888,0.0,0.0,0.0,0.008313239626930492,0.0750796964782203,0
2021-10-18 08:00:00+00:00,ASIA,239.25407489575616,1100,0.21750370445068742,0.2075306159200888,0.0,0.0,0.0,0.008313239626930492,0.08849369312002965,0
