time,maneuver_type,duration_sec,is_unload,is_stationkeeping,thr_temp_mean,thr_temp_max,thr_temp_min,thr_temp_std,thr_temp_slope,att_err_mean,att_err_max,att_err_std,maneuver_risky,Kp,ap,Kp_prev12h_max,Kp_prev24h_max,is_storm,storm_intensity
2012-01-01 07:34:00+00:00,UNLOAD_MAN,360.0,1,0,48.21886831901772,55.23170730287308,38.86210595091114,2.2759293857656457,0.1429932435785997,0.1061616615075772,0.2794773342977499,0.0732999054785903,0,0.667,3.0,1.667,1.667,0,0.0
2012-01-04 07:22:00+00:00,UNLOAD_MAN,420.0,1,0,42.840063575038016,50.07259417231027,32.856238248388884,0.5414200596514669,0.0558062519031418,0.0908819520348604,0.274124468260439,0.0609588806678259,1,0.0,0.0,1.667,1.667,0,0.0
2012-01-05 14:37:00+00:00,UNLOAD_MAN,300.0,1,0,50.00180478322583,60.56452436495633,47.34700228052913,2.595152851755059,-8.639209446692497e-05,0.163561552512845,0.4144870888927392,0.0380415585544761,0,2.667,12.0,2.667,2.667,0,0.0
2012-01-05 14:47:00+00:00,EAST_MAN,900.0,0,1,51.76225886556485,60.45528879733139,40.3586615194732,0.4761837173236229,0.023530696709586,0.1202745203768177,0.2965427132701617,0.0800490383652579,0,2.667,12.0,2.667,2.667,0,0.0
2012-01-08 07:07:00+00:00,UNLOAD_MAN,300.0,1,0,39.19585924538465,47.90172837289426,28.898772667708325,1.6919754872219372,0.1490147572077299,0.0372626260842913,0.2772779224729622,0.0687890261195862,0,1.333,5.0,2.667,2.667,0,0.0
2012-01-09 18:07:00+00:00,NORTH_MAN,3840.0,0,1,42.79128197255073,47.41561144141122,31.39433414490869,2.512674017128877,0.0967050981095557,0.1070950563510238,0.3351565440461972,0.0334416002463579,1,1.333,5.0,2.667,2.667,0,0.0
2012-01-12 06:51:00+00:00,UNLOAD_MAN,300.0,1,0,47.51136161266914,52.60889138054344,37.76078633716912,1.84135663737378,0.1816600217354655,0.0,0.2122588565599243,0.046959098388783,1,0.0,0.0,2.0,2.0,0,0.0
2012-01-12 14:22:00+00:00,UNLOAD_MAN,120.0,1,0,45.73502963062567,60.16537010495661,35.77398150419171,1.266907008765229,0.1225256411219518,0.0394541082400178,0.5161007166819137,0.0603383358152816,0,1.333,5.0,1.333,2.0,0,0.0
2012-01-12 14:29:00+00:00,EAST_MAN,3000.0,0,1,47.93279536998284,55.39931819411677,38.37063267387762,1.4531314691416646,0.0445979726776914,0.1517752984076499,0.4428878828120851,0.0427147347445475,1,1.333,5.0,1.333,2.0,0,0.0
2012-01-13 01:45:00+00:00,UNLOAD_MAN,0.0,1,0,43.58782428970568,49.2635083029706,32.98240732520209,2.51345287316031,0.1293456806169553,0.0876329780023168,0.1794607795316438,0.0433120119230549,1,2.667,12.0,2.667,2.667,0,0.0
